empresa,id_pedido,total_itens,quantidade_itens,numero_pedido,canal,situacao,total_produtos,valor_frete,valor_desconto,outras_despesas,total_pedido,diferenca_produtos_x_itens,diferenca_pedido_x_itens
OBA OBA,419382117,15.99,1.0,25275,TikTok Shop,Entregue,15.99,1.03,0.0,0.0,17.02,0.0,1.03
OBA OBA,419406384,127.99,1.0,25276,Mercado Livre,Entregue,127.99,29.99,0.0,0.0,157.98,0.0,29.99
OBA OBA,419406462,22.66,1.0,25277,Shopee,Enviado,22.66,12.04,0.0,0.0,34.7,0.0,12.04
OBA OBA,419427250,15.52,1.0,25278,Shopee,Enviado,15.52,4.81,0.0,0.0,20.33,0.0,4.81
OBA OBA,419435317,19.99,1.0,25279,TikTok Shop,Entregue,19.99,0.42,0.0,0.0,20.41,0.0,0.42
OBA OBA,419442869,9.9,1.0,25280,Não identificado,Entregue,9.9,0.0,0.0,0.0,9.9,0.0,0.0
OBA OBA,419443134,22.700000000000003,3.0,25281,Não identificado,Entregue,22.7,0.0,0.0,0.0,22.7,-0.0,-0.0
OBA OBA,419447529,26.97,3.0,25282,Mercado Livre,Entregue,26.97,0.0,0.0,0.0,26.97,0.0,0.0
OBA OBA,419447908,99.8,2.0,25283,Não identificado,Entregue,99.8,0.0,0.0,0.0,99.8,0.0,0.0
OBA OBA,419448694,23.700000000000003,3.0,25284,Não identificado,Entregue,23.7,0.0,0.0,0.0,23.7,-0.0,-0.0
OBA OBA,419451319,26.799999999999997,2.0,25285,Não identificado,Entregue,26.8,0.0,0.0,0.0,26.8,0.0,0.0
OBA OBA,419452312,11.7,7.0,25286,Não identificado,Entregue,11.7,0.0,0.0,0.0,11.7,0.0,0.0
OBA OBA,419454129,39.7,3.0,25287,Não identificado,Entregue,39.7,0.0,0.0,0.0,39.7,0.0,0.0
OBA OBA,419454759,34.8,2.0,25288,Não identificado,Entregue,34.8,0.0,0.0,0.0,34.8,0.0,0.0
OBA OBA,419455063,13.9,1.0,25289,Não identificado,Entregue,13.9,0.0,0.0,0.0,13.9,0.0,0.0
OBA OBA,419455244,49.699999999999996,3.0,25290,Não identificado,Entregue,49.7,0.0,0.0,0.0,49.7,0.0,0.0
OBA OBA,419455390,72.69999999999999,3.0,25291,Não identificado,Entregue,72.7,0.0,0.0,0.0,72.7,0.0,0.0
OBA OBA,419459441,86.6,11.0,25292,Não identificado,Entregue,86.6,0.0,0.0,0.0,86.6,0.0,0.0
OBA OBA,419460272,17.9,1.0,25293,Não identificado,Entregue,17.9,0.0,0.0,0.0,17.9,0.0,0.0
OBA OBA,419462245,8.73,1.0,25294,Shopee,Entregue,8.73,0.0,0.0,0.0,8.73,0.0,0.0
OBA OBA,419465309,25.9,1.0,25295,Não identificado,Entregue,25.9,0.0,0.0,0.0,25.9,0.0,0.0
OBA OBA,419465511,225.29999999999998,7.0,25296,Não identificado,Entregue,225.3,0.0,0.0,0.0,225.3,0.0,0.0
OBA OBA,419466943,249.9,1.0,25297,Não identificado,Entregue,249.9,0.0,0.0,0.0,249.9,0.0,0.0
OBA OBA,419467372,17.8,2.0,25298,Não identificado,Entregue,17.8,0.0,0.0,0.0,17.8,0.0,0.0
OBA OBA,419469193,22.8,2.0,25299,Não identificado,Entregue,22.8,0.0,0.0,0.0,22.8,0.0,0.0
OBA OBA,419472133,359.6,70.0,25300,Não identificado,Entregue,359.6,0.0,0.0,0.0,359.6,0.0,0.0
OBA OBA,419472585,32.9,1.0,25301,Não identificado,Entregue,32.9,0.0,0.0,0.0,32.9,0.0,0.0
OBA OBA,419472728,37.8,2.0,25302,Não identificado,Entregue,37.8,0.0,0.0,0.0,37.8,0.0,0.0
OBA OBA,419473038,4.9,1.0,25303,Não identificado,Entregue,4.9,0.0,0.0,0.0,4.9,0.0,0.0
OBA OBA,419473316,17.8,2.0,25304,Não identificado,Entregue,17.8,0.0,0.0,0.0,17.8,0.0,0.0
OBA OBA,419474573,17.9,1.0,25305,Não identificado,Entregue,17.9,0.0,0.0,0.0,17.9,0.0,0.0
OBA OBA,419475805,69.8,2.0,25306,Não identificado,Entregue,69.8,0.0,0.0,0.0,69.8,0.0,0.0
OBA OBA,419476338,17.700000000000003,3.0,25307,Não identificado,Entregue,17.7,0.0,0.0,0.0,17.7,-0.0,-0.0
OBA OBA,419476667,91.5,7.0,25308,Não identificado,Entregue,91.5,0.0,0.0,0.0,91.5,0.0,0.0
OBA OBA,419477390,17.9,1.0,25309,Não identificado,Entregue,17.9,0.0,0.0,0.0,17.9,0.0,0.0
OBA OBA,419477872,45.699999999999996,3.0,25310,Não identificado,Entregue,45.7,0.0,0.0,0.0,45.7,0.0,0.0
OBA OBA,419480434,6.4,16.0,25313,Não identificado,Entregue,6.4,0.0,0.0,0.0,6.4,0.0,0.0
OBA OBA,419482823,12.53,1.0,25314,Shopee,Entregue,12.53,0.0,0.0,0.0,12.53,0.0,0.0
OBA OBA,419483590,61.699999999999996,3.0,25315,Não identificado,Entregue,61.7,0.0,0.0,0.0,61.7,0.0,0.0
OBA OBA,419484048,87.7,3.0,25316,Não identificado,Entregue,87.7,0.0,0.0,0.0,87.7,0.0,0.0
OBA OBA,419484710,14.9,1.0,25317,Não identificado,Entregue,14.9,0.0,0.0,0.0,14.9,0.0,0.0
OBA OBA,419485416,2.9,1.0,25318,Não identificado,Entregue,2.9,0.0,0.0,0.0,2.9,0.0,0.0
OBA OBA,419497173,2.9,1.0,25319,Não identificado,Entregue,2.9,0.0,0.0,0.0,2.9,0.0,0.0
OBA OBA,419508082,168.1,9.0,25320,Não identificado,Entregue,168.1,0.0,0.0,0.0,168.1,0.0,0.0
OBA OBA,419513200,79.9,1.0,25321,Não identificado,Entregue,79.9,0.0,0.0,0.0,79.9,0.0,0.0
OBA OBA,419513870,175.4,18.0,25322,Não identificado,Entregue,175.4,0.0,0.0,0.0,175.4,0.0,0.0
OBA OBA,419514342,6.9,1.0,25323,Não identificado,Entregue,6.9,0.0,0.0,0.0,6.9,0.0,0.0
OBA OBA,419514547,159.0,24.0,25324,Não identificado,Entregue,159.0,0.0,0.0,0.0,159.0,0.0,0.0
OBA OBA,419514778,4.1,7.0,25325,Não identificado,Entregue,4.1,0.0,0.0,0.0,4.1,0.0,0.0
OBA OBA,419515072,223.8,14.0,25326,Não identificado,Entregue,223.8,0.0,0.0,0.0,223.8,0.0,0.0
OBA OBA,419515799,59.9,1.0,25327,Não identificado,Entregue,59.9,0.0,0.0,0.0,59.9,0.0,0.0
OBA OBA,419525806,21.4,4.0,25328,Não identificado,Entregue,21.4,0.0,0.0,0.0,21.4,0.0,0.0
OBA OBA,419543183,9.9,1.0,25329,Não identificado,Entregue,9.9,0.0,0.0,0.0,9.9,0.0,0.0
OBA OBA,419544695,3.9,1.0,25330,Não identificado,Entregue,3.9,0.0,0.0,0.0,3.9,0.0,0.0
OBA OBA,419544995,1.5,2.0,25331,Não identificado,Entregue,3.5,0.0,0.0,0.0,3.5,2.0,2.0
OBA OBA,419545845,22.0,40.0,25332,Não identificado,Entregue,22.0,0.0,0.0,0.0,22.0,0.0,0.0
OBA OBA,419545955,27.8,2.0,25333,Não identificado,Entregue,27.8,0.0,0.0,0.0,27.8,0.0,0.0
OBA OBA,419546000,49.9,1.0,25334,Não identificado,Entregue,49.9,0.0,0.0,0.0,49.9,0.0,0.0
OBA OBA,419546214,43.05,3.0,25335,iFood Mercado,Faturado,43.05,10.99,0.0,0.0,54.04,0.0,10.99
OBA OBA,419547267,21.5,5.0,25336,Não identificado,Entregue,21.5,0.0,0.0,0.0,21.5,0.0,0.0
OBA OBA,419548298,5.5,1.0,25337,Não identificado,Entregue,5.5,0.0,0.0,0.0,5.5,0.0,0.0
OBA OBA,419550279,15.0,2.0,25338,Não identificado,Entregue,15.0,0.0,0.0,0.0,15.0,0.0,0.0
OBA OBA,419550572,41.3,7.0,25339,Não identificado,Entregue,41.3,0.0,0.0,0.0,41.3,0.0,0.0
OBA OBA,419552758,15.9,1.0,25340,Não identificado,Entregue,15.9,0.0,0.0,0.0,15.9,0.0,0.0
OBA OBA,419552783,49.5,5.0,25341,Não identificado,Entregue,49.5,0.0,0.0,0.0,49.5,0.0,0.0
OBA OBA,419552798,66.8,2.0,25342,Não identificado,Entregue,66.8,0.0,0.0,0.0,66.8,0.0,0.0
OBA OBA,419554802,59.9,1.0,25343,Não identificado,Entregue,59.9,0.0,0.0,0.0,59.9,0.0,0.0
OBA OBA,419558445,14.9,1.0,25344,Não identificado,Entregue,27.8,0.0,0.0,0.0,27.8,12.9,12.9
OBA OBA,419558632,13.8,2.0,25345,Não identificado,Entregue,13.8,0.0,0.0,0.0,13.8,0.0,0.0
OBA OBA,419560853,19.99,1.0,25346,TikTok Shop,Entregue,19.99,0.0,0.0,0.0,19.99,0.0,0.0
OBA OBA,419561539,31.99,1.0,25347,Mercado Livre,Preparando envio,31.99,0.0,0.0,0.0,31.99,0.0,0.0
OBA OBA,419564098,79.9,1.0,25348,Não identificado,Entregue,79.9,0.0,0.0,0.0,79.9,0.0,0.0
OBA OBA,419564181,59.9,1.0,25349,Não identificado,Entregue,59.9,0.0,0.0,0.0,59.9,0.0,0.0
OBA OBA,419564925,12.9,1.0,25350,Não identificado,Entregue,12.9,0.0,0.0,0.0,12.9,0.0,0.0
OBA OBA,419565306,21.9,1.0,25351,Não identificado,Entregue,21.9,0.0,0.0,0.0,21.9,0.0,0.0
OBA OBA,419566057,6.9,1.0,25352,Não identificado,Entregue,6.9,0.0,0.0,0.0,6.9,0.0,0.0
OBA OBA,419566118,29.0,10.0,25353,Não identificado,Entregue,29.0,0.0,0.0,0.0,29.0,0.0,0.0
OBA OBA,419566442,30.78,2.2,25354,Não identificado,Entregue,30.78,0.0,0.0,0.0,30.78,0.0,0.0
OBA OBA,419566823,18.200000000000003,4.0,25355,Não identificado,Entregue,18.2,0.0,0.0,0.0,18.2,-0.0,-0.0
OBA OBA,419568567,8.8,2.0,25356,Não identificado,Entregue,8.8,0.0,0.0,0.0,8.8,0.0,0.0
OBA OBA,419569960,30.6,4.0,25357,Não identificado,Entregue,30.6,0.0,0.0,0.0,30.6,0.0,0.0
OBA OBA,419571092,32.89,1.74,25358,Não identificado,Entregue,32.89,0.0,0.0,0.0,32.89,0.0,0.0
OBA OBA,419571335,23.7,3.0,25359,Não identificado,Entregue,23.7,0.0,0.0,0.0,23.7,0.0,0.0
OBA OBA,419571397,59.4,6.0,25360,Não identificado,Entregue,59.4,0.0,0.0,0.0,59.4,0.0,0.0
OBA OBA,419571493,22.8,2.0,25361,Não identificado,Entregue,22.8,0.0,0.0,0.0,22.8,0.0,0.0
OBA OBA,419571557,18.5,5.0,25362,Não identificado,Entregue,18.5,0.0,0.0,0.0,18.5,0.0,0.0
OBA OBA,419574665,21.8,2.0,25363,Não identificado,Entregue,21.8,0.0,0.0,0.0,21.8,0.0,0.0
OBA OBA,419574833,8.9,1.0,25364,Não identificado,Entregue,8.9,0.0,0.0,0.0,8.9,0.0,0.0
OBA OBA,419575312,6.9,1.0,25365,Não identificado,Entregue,6.9,0.0,0.0,0.0,6.9,0.0,0.0
OBA OBA,419575516,6.9,1.0,25366,Não identificado,Entregue,6.9,0.0,0.0,0.0,6.9,0.0,0.0
OBA OBA,419576271,43.9,1.0,25367,Não identificado,Entregue,43.9,0.0,0.0,0.0,43.9,0.0,0.0
OBA OBA,419579443,25.8,12.0,25368,Não identificado,Entregue,25.8,0.0,0.0,0.0,25.8,0.0,0.0
OBA OBA,419579459,39.8,2.0,25369,Não identificado,Entregue,39.8,0.0,0.0,0.0,39.8,0.0,0.0
OBA OBA,419579821,19.8,2.0,25370,Não identificado,Entregue,19.8,0.0,0.0,0.0,19.8,0.0,0.0
OBA OBA,419580352,117.9,8.0,25371,Não identificado,Entregue,117.9,0.0,0.0,0.0,117.9,0.0,0.0
OBA OBA,419580518,69.9,1.0,25372,Não identificado,Entregue,69.9,0.0,0.0,0.0,69.9,0.0,0.0
OBA OBA,419580720,21.9,1.0,25373,Não identificado,Entregue,21.9,0.0,0.0,0.0,21.9,0.0,0.0
OBA OBA,419582323,39.8,2.0,25374,Não identificado,Entregue,39.8,0.0,0.0,0.0,39.8,0.0,0.0
OBA OBA,419582366,27.7,3.0,25375,Não identificado,Entregue,27.7,0.0,0.0,0.0,27.7,0.0,0.0
OBA OBA,419582527,34.5,5.0,25376,Não identificado,Entregue,34.5,0.0,3.45,0.0,31.05,0.0,-3.45
OBA OBA,419614664,36.99,1.0,25377,Mercado Livre,Preparando envio,36.99,0.0,0.0,0.0,36.99,0.0,0.0
OBA OBA,419618594,22.99,1.0,25378,Mercado Livre,Entregue,22.99,0.0,0.0,0.0,22.99,0.0,0.0
OBA OBA,419619767,19.99,1.0,25379,Mercado Livre,Enviado,19.99,0.0,0.0,0.0,19.99,0.0,0.0
OBA OBA,419620037,21.99,1.0,25380,Mercado Livre,Entregue,21.99,0.0,0.0,0.0,21.99,0.0,0.0
OBA OBA,419629482,23.92,1.0,25381,Shopee,Enviado,23.92,0.0,0.0,0.0,23.92,0.0,0.0
OBA OBA,419641121,47.68,1.0,25382,iFood Mercado,Faturado,47.68,10.99,0.0,0.0,58.67,0.0,10.99
OBA OBA,419646169,79.9,1.0,25383,Não identificado,Entregue,79.9,0.0,0.0,0.0,79.9,0.0,0.0
OBA OBA,419650186,19.799999999999997,2.0,25384,Não identificado,Entregue,19.8,0.0,0.0,0.0,19.8,0.0,0.0
OBA OBA,419653992,99.9,1.0,25385,Não identificado,Entregue,99.9,0.0,4.995,0.0,94.9,0.0,-5.0
OBA OBA,419658500,50.7,11.0,25386,Não identificado,Entregue,50.7,0.0,0.7,0.0,50.0,0.0,-0.7
OBA OBA,419658620,11.0,2.0,25387,Não identificado,Entregue,11.0,0.0,0.0,0.0,11.0,0.0,0.0
OBA OBA,419658933,28.6,4.0,25388,Não identificado,Entregue,28.6,0.0,0.0,0.0,28.6,0.0,0.0
OBA OBA,419659347,69.7,3.0,25389,Não identificado,Entregue,69.7,0.0,0.0,0.0,69.7,0.0,0.0
OBA OBA,419660137,19.700000000000003,3.0,25390,Não identificado,Entregue,19.7,0.0,0.0,0.0,19.7,-0.0,-0.0
OBA OBA,419660518,11.8,4.0,25391,Não identificado,Entregue,11.8,0.0,0.0,0.0,11.8,0.0,0.0
OBA OBA,419662232,3.9,1.0,25392,Não identificado,Entregue,3.9,0.0,0.0,0.0,3.9,0.0,0.0
OBA OBA,419662305,29.1,9.0,25393,Não identificado,Entregue,29.1,0.0,0.0,0.0,29.1,0.0,0.0
OBA OBA,419663604,2.4,2.0,25394,Não identificado,Entregue,2.4,0.0,0.0,0.0,2.4,0.0,0.0
OBA OBA,419664360,74.28,9.2,25395,Não identificado,Entregue,74.28,0.0,0.0,0.0,74.28,0.0,0.0
OBA OBA,419665810,60.8,2.0,25396,Não identificado,Entregue,60.8,0.0,0.8,0.0,60.0,0.0,-0.8
OBA OBA,419666487,8.5,1.0,25397,Não identificado,Entregue,8.5,0.0,0.0,0.0,8.5,0.0,0.0
OBA OBA,419667838,8.99,1.0,25398,Mercado Livre,Enviado,8.99,0.0,0.0,0.0,8.99,0.0,0.0
OBA OBA,419669076,49.8,2.0,25399,Não identificado,Entregue,49.8,0.0,0.0,0.0,49.8,0.0,0.0
OBA OBA,419669808,17.0,2.0,25400,Não identificado,Entregue,17.0,0.0,0.0,0.0,17.0,0.0,0.0
OBA OBA,419669843,85.16,4.0,25401,Magalu,Enviado,85.16,0.0,4.24,0.0,80.92,0.0,-4.24
OBA OBA,419671425,9.9,1.0,25402,Não identificado,Entregue,9.9,0.0,0.0,0.0,9.9,0.0,0.0
OBA OBA,419671474,5.9,1.0,25403,Não identificado,Entregue,5.9,0.0,0.0,0.0,5.9,0.0,0.0
OBA OBA,419671481,17.8,2.0,25404,Não identificado,Entregue,17.8,0.0,0.0,0.0,17.8,0.0,0.0
OBA OBA,419671607,1.9,1.0,25405,Não identificado,Entregue,1.9,0.0,0.0,0.0,1.9,0.0,0.0
OBA OBA,419671803,15.9,1.0,25406,Não identificado,Entregue,15.9,0.0,0.0,0.0,15.9,0.0,0.0
OBA OBA,419674343,32.78,1.0,25407,Shopee,Enviado,32.78,0.0,0.0,0.0,32.78,0.0,0.0
OBA OBA,419674426,26.9,1.0,25408,Não identificado,Entregue,26.9,0.0,0.0,0.0,26.9,0.0,0.0
OBA OBA,419674498,120.13,1.0,25409,TikTok Shop,Enviado,120.13,0.0,2.37,0.0,117.76,0.0,-2.37
OBA OBA,419674755,11.7,3.0,25410,Não identificado,Entregue,11.7,0.0,0.0,0.0,11.7,0.0,0.0
OBA OBA,419676542,14.9,1.0,25411,Não identificado,Entregue,14.9,0.0,0.0,0.0,14.9,0.0,0.0
OBA OBA,419683017,37.8,2.0,25412,Não identificado,Entregue,37.8,0.0,0.0,0.0,37.8,0.0,0.0
OBA OBA,419684447,23.9,1.0,25413,Não identificado,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
OBA OBA,419687679,179.99,1.0,25414,Mercado Livre,Enviado,179.99,48.99,0.0,0.0,228.98,0.0,48.99
OBA OBA,419689687,64.5,36.0,25415,Não identificado,Entregue,64.5,0.0,0.0,0.0,64.5,0.0,0.0
OBA OBA,419690684,42.7,14.0,25416,Não identificado,Entregue,42.7,0.0,0.0,0.0,42.7,0.0,0.0
OBA OBA,419691139,59.9,1.0,25417,Não identificado,Entregue,59.9,0.0,0.0,0.0,59.9,0.0,0.0
OBA OBA,419692724,35.7,3.0,25418,Não identificado,Entregue,35.7,0.0,0.0,0.0,35.7,0.0,0.0
OBA OBA,419693037,188.6,14.0,25419,Não identificado,Entregue,188.6,0.0,0.0,0.0,188.6,0.0,0.0
OBA OBA,419693087,36.9,1.0,25420,Não identificado,Entregue,36.9,0.0,0.0,0.0,36.9,0.0,0.0
OBA OBA,419695146,0.8,4.0,25421,Não identificado,Entregue,0.8,0.0,0.0,0.0,0.8,0.0,0.0
OBA OBA,419695691,17.98,2.0,25422,Mercado Livre,Enviado,17.98,0.0,0.0,0.0,17.98,0.0,0.0
OBA OBA,419696022,15.4,5.0,25424,Não identificado,Entregue,15.4,0.0,0.0,0.0,15.4,0.0,0.0
OBA OBA,419698015,123.5,11.0,25425,Não identificado,Entregue,123.5,0.0,0.0,0.0,123.5,0.0,0.0
OBA OBA,419702070,4.9,1.0,25426,Não identificado,Entregue,4.9,0.0,0.0,0.0,4.9,0.0,0.0
OBA OBA,419705372,14.9,1.0,25427,Não identificado,Entregue,14.9,0.0,0.0,0.0,14.9,0.0,0.0
OBA OBA,419705797,36.6,10.0,25428,Não identificado,Entregue,36.6,0.0,0.0,0.0,36.6,0.0,0.0
OBA OBA,419707056,13.8,2.0,25429,Não identificado,Entregue,13.8,0.0,0.0,0.0,13.8,0.0,0.0
OBA OBA,419707411,119.98,2.0,25430,Mercado Livre,Enviado,119.98,0.0,0.0,0.0,119.98,0.0,0.0
OBA OBA,419708521,19.9,1.0,25431,Não identificado,Entregue,19.9,0.0,0.0,0.0,19.9,0.0,0.0
OBA OBA,419708589,53.19,6.0,25432,iFood Mercado,Faturado,53.19,11.99,0.0,0.0,65.18,0.0,11.99
OBA OBA,419708995,23.9,1.0,25433,Não identificado,Entregue,23.9,0.0,0.0,0.0,23.9,0.0,0.0
OBA OBA,419710187,7.9,1.0,25434,Não identificado,Entregue,7.9,0.0,0.0,0.0,7.9,0.0,0.0
OBA OBA,419710391,49.9,1.0,25435,Não identificado,Entregue,49.9,0.0,0.0,0.0,49.9,0.0,0.0
OBA OBA,419712428,66.8,3.0,25436,Não identificado,Entregue,66.8,0.0,0.0,0.0,66.8,0.0,0.0
OBA OBA,419714199,4.9,1.0,25437,Não identificado,Entregue,4.9,0.0,0.0,0.0,4.9,0.0,0.0
OBA OBA,419715249,33.3,7.0,25438,Não identificado,Entregue,33.3,0.0,0.0,0.0,33.3,0.0,0.0
OBA OBA,419717265,3.5,1.0,25439,Não identificado,Entregue,3.5,0.0,0.0,0.0,3.5,0.0,0.0
OBA OBA,419719056,51.7,3.0,25440,Não identificado,Entregue,51.7,0.0,0.0,0.0,51.7,0.0,0.0
OBA OBA,419720454,76.3,17.0,25441,Não identificado,Entregue,76.3,0.0,0.0,0.0,76.3,0.0,0.0
OBA OBA,419720674,58.2,9.0,25442,Não identificado,Entregue,58.2,0.0,0.0,0.0,58.2,0.0,0.0
OBA OBA,419720896,56.7,5.0,25443,Não identificado,Entregue,56.7,0.0,0.0,0.0,56.7,0.0,0.0
OBA OBA,419720934,48.0,14.0,25444,Não identificado,Entregue,48.0,0.0,0.0,0.0,48.0,0.0,0.0
OBA OBA,419721996,831.6,84.0,25445,Não identificado,Entregue,831.6,0.0,83.16,0.0,748.44,0.0,-83.16
OBA OBA,419723712,22.9,1.0,25446,Não identificado,Entregue,22.9,0.0,1.145,0.0,21.76,0.0,-1.14
OBA OBA,419724969,44.8,7.0,25447,Não identificado,Entregue,44.8,0.0,0.0,0.0,44.8,0.0,0.0
OBA OBA,419725027,5.99,1.0,25448,TikTok Shop,Entregue,5.99,0.0,0.0,0.0,5.99,0.0,0.0
OBA OBA,419725320,24.99,1.0,25449,Mercado Livre,Enviado,24.99,0.0,0.0,0.0,24.99,0.0,0.0
OBA OBA,419725810,36.7,3.0,25450,Não identificado,Entregue,36.7,0.0,0.0,0.0,36.7,0.0,0.0
OBA OBA,419730073,14.94,2.0,25451,Shopee,Enviado,14.94,0.0,0.0,0.0,14.94,0.0,0.0
OBA OBA,419731865,9.9,3.0,25452,Não identificado,Entregue,9.9,0.0,0.0,0.0,9.9,0.0,0.0
OBA OBA,419732228,23.6,4.0,25453,Não identificado,Entregue,23.6,0.0,0.1,0.0,23.5,0.0,-0.1
OBA OBA,419733395,67.5,15.0,25454,Não identificado,Entregue,67.5,0.0,0.0,0.0,67.5,0.0,0.0
OBA OBA,419733652,120.29999999999998,7.0,25455,Não identificado,Entregue,120.3,0.0,0.0,0.0,120.3,0.0,0.0
OBA OBA,419735282,5.0,2.0,25456,Não identificado,Entregue,5.0,0.0,0.0,0.0,5.0,0.0,0.0
OBA OBA,419736088,14.94,2.0,25457,Shopee,Enviado,14.94,13.25,0.0,0.0,28.19,0.0,13.25
OBA OBA,419737514,27.99,1.0,25458,TikTok Shop,Enviado,27.99,44.6,0.0,0.0,72.59,0.0,44.6
OBA OBA,419737650,10.9,1.0,25459,Não identificado,Entregue,10.9,0.0,0.0,0.0,10.9,0.0,0.0
OBA OBA,419737739,20.700000000000003,4.0,25460,Não identificado,Entregue,20.7,0.0,2.07,0.0,18.63,-0.0,-2.07
OBA OBA,419737795,4.5,1.0,25461,Não identificado,Entregue,4.5,0.0,0.0,0.0,4.5,0.0,0.0
OBA OBA,419738538,6.99,1.0,25462,TikTok Shop,Enviado,6.99,8.95,0.32,0.0,15.62,0.0,8.63
OBA OBA,419738771,62.3,7.0,25463,Não identificado,Entregue,62.3,0.0,0.0,0.0,62.3,0.0,0.0
OBA OBA,419738797,6.5,1.0,25464,Não identificado,Entregue,6.5,0.0,0.0,0.0,6.5,0.0,0.0
OBA OBA,419740030,9.9,1.0,25465,Não identificado,Entregue,9.9,0.0,0.0,0.0,9.9,0.0,0.0
OBA OBA,419740533,67.2,8.0,25466,Não identificado,Entregue,67.2,0.0,67.2,0.0,0.0,0.0,-67.2
OBA OBA,419740686,2.9,1.0,25467,Não identificado,Entregue,4.89,0.0,0.0,0.0,4.89,1.99,1.99
OBA OBA,419745456,23.24,4.0,25468,Mercado Livre,Aprovado,23.24,3.99,0.0,0.0,27.23,0.0,3.99
OBA OBA,419754216,65.56,2.0,25469,Shopee,Enviado,65.56,13.25,0.0,0.0,78.81,0.0,13.25
OBA OBA,419780821,13.99,1.0,25470,Mercado Livre,Enviado,13.99,17.99,0.0,0.0,31.98,0.0,17.99
OBA OBA,419782231,24.99,1.0,25471,Mercado Livre,Enviado,24.99,0.0,0.0,0.0,24.99,0.0,0.0
OBA OBA,419800396,35.9,5.0,25473,Não identificado,Entregue,35.9,0.0,0.0,0.0,35.9,0.0,0.0
OBA OBA,419806941,13.8,2.0,25474,Não identificado,Entregue,13.8,0.0,0.0,0.0,13.8,0.0,0.0
OBA OBA,419808727,21.33,1.0,25475,Mercado Livre,Enviado,21.33,0.0,0.0,0.0,21.33,0.0,0.0
OBA OBA,419810489,11.8,2.0,25476,Não identificado,Entregue,11.8,0.0,0.0,0.0,11.8,0.0,0.0
OBA OBA,419811805,1.9,1.0,25477,Não identificado,Entregue,1.9,0.0,0.0,0.0,1.9,0.0,0.0
OBA OBA,419813574,3.9,1.0,25479,Não identificado,Entregue,3.9,0.0,0.0,0.0,3.9,0.0,0.0
OBA OBA,419814116,21.6,4.0,25480,Não identificado,Entregue,21.6,0.0,0.0,0.0,21.6,0.0,0.0
OBA OBA,419815481,43.900000000000006,11.0,25481,Não identificado,Entregue,43.9,0.0,0.0,0.0,43.9,-0.0,-0.0
OBA OBA,419818089,35.9,1.0,25482,Não identificado,Entregue,35.9,0.0,0.0,0.0,35.9,0.0,0.0
OBA OBA,419818765,61.5,5.0,25483,Não identificado,Entregue,61.5,0.0,0.0,0.0,61.5,0.0,0.0
OBA OBA,419820979,24.6,4.0,25484,Não identificado,Entregue,24.6,0.0,0.1,0.0,24.5,0.0,-0.1
OBA OBA,419821521,225.99,1.0,25485,Mercado Livre,Enviado,225.99,0.0,0.0,0.0,225.99,0.0,0.0
OBA OBA,419822775,14.07,3.3,25486,Não identificado,Entregue,14.07,0.0,0.0,0.0,14.07,0.0,0.0
OBA OBA,419823400,12.9,1.0,25487,Não identificado,Entregue,12.9,0.0,0.0,0.0,12.9,0.0,0.0
OBA OBA,419824673,45.1,8.0,25488,Não identificado,Entregue,45.1,0.0,0.1,0.0,45.0,0.0,-0.1
OBA OBA,419826297,6.9,1.0,25489,Não identificado,Entregue,6.9,0.0,0.0,0.0,6.9,0.0,0.0
OBA OBA,419828198,3.2,2.0,25490,Não identificado,Entregue,3.2,0.0,0.0,0.0,3.2,0.0,0.0
OBA OBA,419829011,13.9,2.0,25491,Não identificado,Entregue,13.9,0.0,0.0,0.0,13.9,0.0,0.0
OBA OBA,419831768,313.22,1.0,25492,Mercado Livre,Aprovado,313.22,0.0,0.0,0.0,313.22,0.0,0.0
OBA OBA,419834686,12.9,1.0,25494,Não identificado,Entregue,12.9,0.0,0.0,0.0,12.9,0.0,0.0
OBA OBA,419835212,22.3,5.0,25495,Não identificado,Entregue,22.3,0.0,0.0,0.0,22.3,0.0,0.0
OBA OBA,419836733,29.9,1.0,25496,Não identificado,Entregue,29.9,0.0,0.0,0.0,29.9,0.0,0.0
OBA OBA,419841968,6.9,1.0,25497,Não identificado,Entregue,6.9,0.0,0.0,0.0,6.9,0.0,0.0
OBA OBA,419842232,125.41,11.9,25498,Não identificado,Entregue,125.41,0.0,0.0,0.0,125.41,0.0,0.0
OBA OBA,419848366,49.400000000000006,6.0,25499,Não identificado,Entregue,49.4,0.0,0.0,0.0,49.4,-0.0,-0.0
OBA OBA,419848770,39.5,5.0,25500,Não identificado,Entregue,39.5,0.0,0.0,0.0,39.5,0.0,0.0
OBA OBA,419849281,79.2,10.0,25501,Não identificado,Entregue,79.2,0.0,0.0,0.0,79.2,0.0,0.0
OBA OBA,419851743,38.5,9.0,25502,Não identificado,Entregue,38.5,0.0,0.0,0.0,38.5,0.0,0.0
OBA OBA,419853149,41.4,6.0,25503,Não identificado,Entregue,41.4,0.0,0.0,0.0,41.4,0.0,0.0
OBA OBA,419853408,101.4,6.0,25504,Não identificado,Entregue,101.4,0.0,0.0,0.0,101.4,0.0,0.0
OBA OBA,419853882,91.75,7.5,25505,Não identificado,Entregue,91.75,0.0,0.0,0.0,91.75,0.0,0.0
