empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos
OBA OBA,78974766602268,Luvas de Latex Tamanho P Sanro,1.0,13.8,1
OBA OBA,78974766602445,Espalhadores Esmaltec LEVE GRANDE 2445,2.0,13.8,2
OBA OBA,78974766602702,Numero para casa de alumínio fundido N 1 DIAMANTE,2.0,13.8,1
OBA OBA,78974766603780,Linha Nylon Incolor 0.25mm x 100m Kit,2.0,13.8,2
OBA OBA,78974766604056,Bola de Gude C/ 25 Un MGH LT-24068,2.0,13.8,2
OBA OBA,78974766604205,CANECA PLÁSTICO FELIZ PÁSCOA 430ML PRESENTE LEMBRANCINHA,2.0,13.8,1
OBA OBA,78974766604213,Adesivo Silicone Autofix Acético Transparente Multiuso 50g,2.0,13.8,2
OBA OBA,78974766604246,coador cafe pano light 103 rodos dourado,2.0,13.8,2
OBA OBA,78974766604257,Copo Aruba 465ml  Nadir,2.0,13.8,1
OBA OBA,78974766604411,SABONETEIRA DE BANCADA 2 PEÇAS Ref: 1038 PLASMONT,2.0,13.8,2
OBA OBA,OB0002, Tinta PVA Fosca Branco Acrilex - 37ml,2.0,13.8,2
OBA OBA,4802100-preto,Papel Crepom Comum - Preto,5.0,13.75,1
OBA OBA,78974766602785,Potes Plastico Sanremo SORTIDO,5.0,13.7,3
OBA OBA,21263,MARCA TEXTO GRIFPEN PASTEL ROSA faber castell,3.0,13.5,2
OBA OBA,48208,PRATO QUADRADO Nº 2 - PRETO Ref: 0186 Plasmont,3.0,13.5,1
OBA OBA,48963,FLANELA G 38CM X 48 CM,3.0,13.5,1
OBA OBA,78974766602635,PASTA L A4 ACP ROSA PP,9.0,13.5,3
OBA OBA,78974766602636,PASTA L A4 ACP AMARELA PP,9.0,13.5,3
OBA OBA,815-8,PINCEL CHATO 8 CERDA NATURAL TIGRE,3.0,13.5,3
OBA OBA,HIB3-azul,CANETA ESFEROGRÁFICA COMPACTOR 07 -UNIDADE -azul,9.0,13.5,4
OBA OBA,24097,PALITEIRO SANTANA REF 54,7.0,13.3,2
OBA OBA,7891360677802,Lápis Preto Faber Castell Grip Neon N2 B Triangular 2001,7.0,13.3,1
OBA OBA,19576,LÁPIS GRAFITE TRIANGULAR ECOLÁPIS N.2 B ECO GRIP 2001 PRETO UNIDADE - FABER-CASTELL SORTIDO,7.0,13.299999999999999,3
OBA OBA,38986,APLICACAO LACO CETIM,2.0,13.0,1
OBA OBA,39833,FACA  CHURRASCO INOX 4 BUZIOS,2.0,13.0,1
OBA OBA,48111,POWER ADE UVA,2.0,13.0,2
OBA OBA,78974766602513,ISOTÔNICO TANGERINA POWERADE GARRAFA 500ML,2.0,13.0,1
OBA OBA,OB0002,Tinta PVA Fosca Branco Acrilex - 37ml,1.0,12.99,1
OBA OBA,21844,MEIA INFANTIL BABY,1.0,12.9,1
OBA OBA,31454,TESOURA MULTIUSO 21CM BLISTER ,1.0,12.9,1
OBA OBA,38130,MEIA INFANTIL ALTOMAX 3 PCS,1.0,12.9,1
OBA OBA,47841,TOALHA ROSTO VERDE MAR,1.0,12.9,1
OBA OBA,51296,TOALHA ROSTO BARCELONA BRANCO,1.0,12.9,1
OBA OBA,51297,TOALHA ROSTO BARCELONA BEGE,1.0,12.9,1
OBA OBA,5869,Caderno de desenho capa dura espiral 60 folhas milimetrado - TILIBRA,1.0,12.9,1
OBA OBA,78974766602000,   Caderno de Cartografia e Desenho Milimetrado Espiral Capa Dura D+ Feminino 96 F. Capa Sortida,1.0,12.9,1
OBA OBA,78974766602000,Caderno de Cartografia e Desenho Milimetrado Espiral Capa Dura D+ Feminino 96 F. Capa Sortida,1.0,12.9,1
OBA OBA,78974766602512,ENERGÉTICO MONSTER LATA 473ML,1.0,12.9,1
OBA OBA,78974766603552,DIFUSOR DE AROMAS 250 ML-flor de cerejeira,1.0,12.9,1
OBA OBA,78974766603557,DIFUSOR DE AROMAS ALL DAY C/ CAIXA 250 ML CAPIM LIMÃO,1.0,12.9,1
OBA OBA,78974766603784,CABO DE PANELA DE PRESSAO,1.0,12.9,1
OBA OBA,78974766603940,Tesoura Escolar 13cm Pets - Macaquinho,1.0,12.9,1
OBA OBA,78974766603962,Porta Sabonete Liquido Classic Decorado Plasutil,1.0,12.9,1
OBA OBA,78974766604094,ESPATULA PARA BOLO COM CABO PRETO CATUAI 25CM,1.0,12.9,1
OBA OBA,467,AGUA MINERAL CRISTAL SEM GAS 510ML,5.0,12.5,4
OBA OBA,14050-preto,TNT POR METRO preto,4.3,12.469999999999999,3
OBA OBA,78974766604029,KIT 3 Lápis + Borracha + Apontador + Cola Bastão 21g,1.0,12.27,1
OBA OBA,78974766602908,Ponteira Pé Cadeira Externa Pvc Preta 1'' 5452,8.0,12.0,2
OBA OBA,08160000011,FITA DUPLA FACE ESPUMA BANANA FIXA PRO 12X2 ADELBRAS,1.0,11.9,1
OBA OBA,10365,COMPASSO ESCOLAR METALICO  LEO E LEO,1.0,11.9,1
OBA OBA,214251,Bloco Folha Fichário C/96 Fls Caderno Refil Colorido 4 Furos,1.0,11.9,1
OBA OBA,21602,"Martelo de Carne de Alumínio, Para Bife, Amaciar Carne",1.0,11.9,1
OBA OBA,31592,TIGELA COM TAMPA NADIR  600ML,1.0,11.9,1
OBA OBA,34824,SAIDA MAQUINA DE LAVAR BRASTEMP,1.0,11.9,1
OBA OBA,35111,CALCINHA ESTREITA ESTAMPADA  G,1.0,11.9,1
OBA OBA,37817,CANECA MARRON,1.0,11.9,1
OBA OBA,50391,COPO C/ ALCA,1.0,11.9,1
OBA OBA,51258,TOALHA ROSTO CHARME PLUS ROSE,1.0,11.9,1
OBA OBA,5886,CADERNO ESPIRAL 80 FOLHAS CAPA DURA COLEG LUNIX TILIBRA Sortida,1.0,11.9,1
OBA OBA,78974766603123,Forma de Pão 3  295MM Lazarin,1.0,11.9,1
OBA OBA,78974766603567,ESSENCIA PREMIUM CONFORTO - 10 ML,1.0,11.9,1
OBA OBA,78974766604042,Forma Bolo e Pudim  N16 cod 4042,1.0,11.9,1
OBA OBA,78974766604047,Cabo De Dados USB TIPO-C 3.0A 1M - B-MAX,1.0,11.9,1
OBA OBA,78974766604215,BRAÇO PARA CHUVEIRO ALUMÍNIO C/PASSADOR POLIDO - 40cm - ROLDPLAST,1.0,11.9,1
OBA OBA,78974766604330,Forma de Bolo Tubo Nº16 cod 1340,1.0,11.9,1
OBA OBA,78974766604379,VASO GREGO REDONDO 5 LITROS - AREIA Ref: 0770,1.0,11.9,1
OBA OBA,78974766604406,ESCORREDOR DE TALHER PREMIUM Ref: 1100 PLASMONT,1.0,11.9,1
OBA OBA,CK4372,Acendedor de Fogão - Cores Sortidas Clink,1.0,11.9,1
OBA OBA,‎80213,"Chamequinho Papel A4, 210 x 297 mm, 100 Folhas, Verde",1.0,11.9,1
OBA OBA,24949,PASTA ABA ELÁSTICA PLÁSTICA OFÍCIO LILAS - UNIDADE - 160211 - POLIBRAS,2.0,11.89,2
OBA OBA,12406,ESCOVA OVAL BASE MADEIRA FRICCI TOQ ,2.0,11.8,2
OBA OBA,17006,"Grafite 0,5 2B Com 24 Faber Castell",2.0,11.8,1
OBA OBA,17052,"Grafite 0,7 2B Com 24 Faber Castell",2.0,11.8,2
OBA OBA,25111,PASTA OFICIO 18MM SOFT - ROSA POLIBRAS,2.0,11.8,1
OBA OBA,40102,BLOCO ADESIVO 38 X 51 MM C/ 100 FLS AMARELO 502 TN,2.0,11.8,2
OBA OBA,41794,PRENDEDOR GIGANTE BOTH,2.0,11.8,2
OBA OBA,42294,Pincel Permanente  Azul Ponta Chanfrada 5mm Faber Castell,2.0,11.8,2
OBA OBA,42354,MARCA TEXTO JOCAR OFFICE FEVER NEON,2.0,11.8,2
OBA OBA,46679,CARTAO,2.0,11.8,1
OBA OBA,48960,SACO CRU 70x45 CABAR,2.0,11.8,1
OBA OBA,48960,SACO CRU 70x45 CABAR ,2.0,11.8,1
OBA OBA,49767,BATOM MONICA,2.0,11.8,2
OBA OBA,50713,BATOM STICK MATTE LUAR SERTAO OXENTE SAFIRA,2.0,11.8,2
OBA OBA,51458,"Fita métrica corrente 1,50mts Colors NYBC * sortida * vendido por unidade",2.0,11.8,2
OBA OBA,78974766602301,AGULHA DE CROCHE DE PLASTICO NYBC SORTIDA,2.0,11.8,1
OBA OBA,78974766602608,SUPORTE VARAO BEGE  19 MM,2.0,11.8,2
OBA OBA,78974766602871,PUXADOR LUX 96 ALUF 5560,2.0,11.8,1
OBA OBA,78974766603015,LAPISEIRA TUBE 0.5 CORES MISTAS JOCAR,2.0,11.8,2
OBA OBA,78974766603590,Kit 9 Bicos Confeitar Decorar + Saco Confeiteiro Branco,2.0,11.8,1
OBA OBA,78974766604351,Pilha Alcalina Palito AA com 4 Unidades Alfacell,2.0,11.8,2
OBA OBA,78974766604452,"Sacola Presente Decorada Amor Real P 21,5 cm x 15 cm x 8 cm - Cromus",2.0,11.8,1
OBA OBA,3870,Borracha Goma 7024 Rosa,3.0,11.7,3
OBA OBA,50637,MARCADOR VIGHS,3.0,11.7,1
OBA OBA,50705,Capa de Chuva Adulto Colorida Descartável - Elite,3.0,11.7,2
OBA OBA,7896644716055,PASTA GRAMPO TRILHO PLASTICA OFICIO CRISTAL SOFT 160617 - POLIBRAS,3.0,11.7,1
OBA OBA,78974766603677,"Caneta Esferográfica Owner Azul 0,7mm |Jocar Office",3.0,11.7,3
OBA OBA,78974766603685,LAPISEIRA CRISTAL 2.0 SORT JOCAR 91631,3.0,11.7,3
OBA OBA,78974766603431,Papel Crepom Comum Vermelho,4.0,11.69,3
OBA OBA,462,AGUA CRYSTAL 500ML COM GAS,4.0,11.6,3
OBA OBA,48879,ELASTICO CABELO COLORIDO,4.0,11.6,1
OBA OBA,49000,"GRAFITE TRIS 0,7",4.0,11.6,3
OBA OBA,50899,GRAFITE 05 TRIS,4.0,11.6,4
OBA OBA,78974766602913,Ponteira Pé Cadeira Externa Pvc Branca 1 1/2'' 5666,4.0,11.6,1
OBA OBA,78974766604410,"BACIA PEQUENA 1,2 LITROS Ref: 0300 PLASMONT",4.0,11.6,2
OBA OBA,904,Apontador C/ Depósito Duplo Cestinha - Leo & Leo,4.0,11.6,4
OBA OBA,25058,Bloco De Desenho A4 20Fls 140g Branco Usapel,1.0,11.45,1
OBA OBA,9309,CHICLETS TRIDENT MORANGO 8G,3.0,11.43,3
OBA OBA,29821,SALEIRO DE MESA  SANTANA REF 55,6.0,11.4,2
OBA OBA,20416,LIXA PARA UNHA C/4,6.0,11.399999999999999,6
OBA OBA,78974766603956,CARIMBO LEO&LEO AUTO TINTADO PEDAGOGICO,6.0,11.399999999999999,2
OBA OBA,14046,Extrator de Grampos Preto EX02 Tilibra,1.0,11.27,1
OBA OBA,50976,Bateria de Litio 3V Elgin CR 2016 Unidade,1.0,11.27,1
OBA OBA,17066-azul,CANETA ESFEROGRÁFICA BIC CRISTAL PONTA FINA- Azul,7.0,11.200000000000001,6
OBA OBA,3851,BORRACHA DE APAGAR MERCUR BRANCA RECORD,11.0,11.0,6
OBA OBA,815-12 ,PINCEL CHATO 12 CERDA NATURAL TIGRE,2.0,11.0,2
OBA OBA,14724,FITA ADESIVA DUPLA FACE,1.0,10.9,1
OBA OBA,25796,PILHA PANASONIC AA C/2 ALCALINA,1.0,10.9,1
OBA OBA,27127954,CADERNO 01X1 ESPIRAL 96 FOLHAS CAPA DURA D+ MASCULINO TILIBRA,1.0,10.9,1
OBA OBA,34042,Escumadeira Peneira De Arame Plug Tam. 12,1.0,10.9,1
OBA OBA,41693,FORMA P QUEIJO FLANDRES,1.0,10.9,1
OBA OBA,46886,FITA DUPLA FACE 12CM ADELBRAS 2157 UNIDADE,1.0,10.9,1
OBA OBA,48356,Espátula Para Aplicação de Contact Leoarte,1.0,10.9,1
OBA OBA,48446,Caderno Universitário 80 Folhas Capa Dura Espiral Spice Feminino Tilibra,1.0,10.9,1
OBA OBA,48994,ALMOFADA PARA CARIMBO TAMPA METAL MP774 VERMELHA MASTERPRINT ,1.0,10.9,1
OBA OBA,50349,PINCEL CHATO 22 REF 815 CERDA TIGRE,1.0,10.9,1
OBA OBA,507,Tinta Guache 250 ml Vermelho Acrilex,1.0,10.9,1
OBA OBA,50865,Palito Sorvete Ponta Redonda Preto 100 Theoto Eco,1.0,10.9,1
OBA OBA,519,Tinta Guache 250 ml Branco Acrilex,1.0,10.9,1
OBA OBA,78974766602229,TINTA ACRILEX AMARELO LIMÃO 250 ML,1.0,10.9,1
OBA OBA,78974766602230,Tinta Guache Acrilex 250ml Lilás 528 Têmpera,1.0,10.9,1
OBA OBA,78974766602835,Cj. 4P Potes Quadrado – Color PLASMONT 0061,1.0,10.9,1
OBA OBA,78974766603321,Apontador Com Depósito Dinossauro  Faber-Castell,1.0,10.9,1
OBA OBA,78974766604394,CJ. PMG POTES REDONDO - TRANSPARENTE Ref: 0502 PLASMONT,1.0,10.9,1
OBA OBA,78974766604400,POTE NEWLIFE REDONDO 1 LITRO - TRANSPARENTE Ref: 1108 PLASMONT,1.0,10.9,1
OBA OBA,28875,Bloco Recibo Comercial c/ Canhoto 50fls Tilibra,3.0,10.5,3
OBA OBA,38002-vermelho,CANETA BIC CRISTAL BOLD 1.6 -vermelho,3.0,10.5,1
OBA OBA,496090-3/0,Clipes Bacchi Linha Leve-3/0,3.0,10.5,3
OBA OBA,78974766602414,ILHOS PARA CORTINA 19MM QUADRADO MARROM,7.0,10.5,1
OBA OBA,11524,CORDAO DIVERSOS,2.0,10.4,2
OBA OBA,78974766603885,KIT Lápis + Borracha + Apontador Roxo Faber-Castell  ,1.0,10.3,1
OBA OBA,51097,TINTA GUACHE 15ML Rosa,2.0,10.290000000000001,2
OBA OBA,17007,GRAFITE BIG TREE 07MM 2B SERTIC ,4.0,10.0,3
OBA OBA,31946,TINTA TECIDO FOSCA 37ML  - VERMELHO FOGO - UN - ACRILEX,1.0,10.0,1
OBA OBA,42322,Marcador Quadro Branco Preto Faber Castell,1.0,10.0,1
OBA OBA,78974766603316,Caneta Quadro Branco Roxo Faber Castell,1.0,10.0,1
OBA OBA,78974766603955,Lápis Preto Unicórnio Com Borracha Redondo Decorado HB – Leo & Leo,10.0,10.0,4
OBA OBA,4866180-azul,Papel Cartão Fosco/ Cartolina Americana Azul Escuro,1.0,9.99,1
OBA OBA,78974766602648,Cartolina Dupla Face Color Set -azul-claro,1.0,9.99,1
OBA OBA,092227648912,CABO USB 306,1.0,9.9,1
OBA OBA,10009,Cola branca 110g lavável Tenaz Henkel UN 1 UN,1.0,9.9,1
OBA OBA,11950,DESENTUPIDOR WC AMN,1.0,9.9,1
OBA OBA,12212,DUREPOXI 50G LOCTITE HENKEL,1.0,9.9,1
OBA OBA,12280,ELASTICO ROLICO,1.0,9.9,1
OBA OBA,12296,ELASTICO SAO JOSE N 12,1.0,9.9,1
OBA OBA,12374,"ENTRADA AGUA P/MAQUINA 1,20M",1.0,9.9,1
OBA OBA,14398,FARINHEIRO/ACUCAREIRO SANTANA 1L R56,1.0,9.9,1
OBA OBA,16213,GARFO P/ CHURRASCO MADEFER INOX,1.0,9.9,1
OBA OBA,191, AÇUCAREIRO CRISTAL 2PCS DELTA ÚTIL,1.0,9.9,1
OBA OBA,21088,"MANGUEIRA DE ENTRADA MAQUINA DE LAVAR 1,20",1.0,9.9,1
OBA OBA,250,COLA INSTANTANEA MULTIUSO MEDIA VISCOSIDADE 20G,1.0,9.9,1
OBA OBA,26235,PLACA ATENCAO SUJ.GUIN.250BY,1.0,9.9,1
OBA OBA,26777,PORTA GIZ COM APAGADOR SOUZA,1.0,9.9,1
OBA OBA,28910,REDE PARA CAPACETE 35X35 CM,1.0,9.9,1
OBA OBA,29027,Régua de Alumínio 30cm Jocar Office,1.0,9.9,1
OBA OBA,29374,ROLO DE LÃ POP 9CM - ROMA,1.0,9.9,1
OBA OBA,29553,Saco alvejado branco GL 400 Textilmax 45x69cm,1.0,9.9,1
OBA OBA,343135,caderno verde quadriculado 190mm x 248mm credeal 40 folhas,1.0,9.9,1
OBA OBA,34867,Porta-Frios Duplo IML Jaguar,1.0,9.9,1
OBA OBA,35141,SACO PARA LIXO 150L GIOPACK,1.0,9.9,1
OBA OBA,35616,COLA DE CONTATO 30G PULVITEC,1.0,9.9,1
OBA OBA,36370,FITA CETIM  22MM COR 209 VERMELHO ,1.0,9.9,1
OBA OBA,36428,PANO DE COPA SORTIMENTO FIORI,1.0,9.9,1
OBA OBA,37516,GIZ LIQUIDO LEONORA,1.0,9.9,1
OBA OBA,37963,saco lixo banheiro giopack c/50 34x38,1.0,9.9,1
OBA OBA,38488,CABO USB 2.0 MICRO USB,1.0,9.9,1
OBA OBA,38981,"AGULHA CROCHE  COLOR 2,0 MM",1.0,9.9,1
OBA OBA,40334,DINOSSAURO 24,1.0,9.9,1
OBA OBA,40491,MAMADEIRA DESENHO,1.0,9.9,1
OBA OBA,42555,FITA DE CETIM AZUL 22 MM,1.0,9.9,1
OBA OBA,42603,CADERNO CREDEAL ARITMETICA 40 F.,1.0,9.9,1
OBA OBA,44919,PEGADINHA DA BATATINHA,1.0,9.9,1
OBA OBA,44975,PANO DE MICROFIBRA GRANDE 33x53 COLOR,1.0,9.9,1
OBA OBA,46246,Fita de Cetim 10x22 Amarelo Canário,1.0,9.9,1
OBA OBA,46381,CABO USB V8 AL-C28,1.0,9.9,1
OBA OBA,48834,SUPORTE P/ FILTRO DE CAFE 103    PRETO,1.0,9.9,1
OBA OBA,49333,GLOSS TURMA DA MONICA,1.0,9.9,1
OBA OBA,49564,CADERNO CALIGRAFIA LALA PETS 40F.,1.0,9.9,1
OBA OBA,50715,GEL TING VERMELHO N3,1.0,9.9,1
OBA OBA,50986,CABO USB 306,1.0,9.9,1
OBA OBA,51018,"Abraçadeiras Cinto Plástico Nylon 100 Un 3,6 Mm X 150 Mm",1.0,9.9,1
OBA OBA,51346,Interruptor Sobrepor 1 Tecla Simples 10A Retangular,1.0,9.9,1
OBA OBA,529,Tesoura 13cm Multiuso Tn Office,1.0,9.9,1
OBA OBA,6024,CADERNO 1/4 ESPIRAL CAPA DURA 96 FOLHAS D+ MASCULINO TILIBRA,1.0,9.9,1
OBA OBA,6453,"CAIXAS PRESENTE GRAFICA CRISTINA COM TAMPA MEDIO 26X19X7,5 ESTAMPA SORTIDA",1.0,9.9,1
OBA OBA,78974766602303,"AGULHA CROCHE ALUMINIO 5,5",1.0,9.9,1
OBA OBA,78974766602777,Torneira Universal Plástica Elite Para Filtro  Marrom,1.0,9.9,1
OBA OBA,78974766603124,Forma de Pão 2  254MM Lazarin,1.0,9.9,1
OBA OBA,78974766603149,"PEGADOR DE GELO 18,5CM CATUAI",1.0,9.9,1
OBA OBA,78974766603213,AVENTAL MULTIUSO 64X48CM PEQUENO RODOS DOURADOS SORTIDO,1.0,9.9,1
OBA OBA,78974766603240,FORMA DE GELO PLASTICA VEMAX,1.0,9.9,1
OBA OBA,78974766604006,"Plastico termovip light 1,40 Pizza/pasta bege vermelho 4773A",1.0,9.9,1
OBA OBA,78974766604249,"Pilha Ultra Alcalina Elgin Palito AA com 2 Unidades LR03-1,5V",1.0,9.9,1
OBA OBA,78974766604260,SACO PARA LAVAR ROUPA C/.ZIPER 45X55CM Catuai,1.0,9.9,1
OBA OBA,78974766604407,Porta Detergente Multiuso Premium Ref: 0984 Plasmont,1.0,9.9,1
OBA OBA,19767,LAPISEIRA 0.9 JOCAR TECNICA DIAMOND COM BORRACHA,2.0,9.8,1
OBA OBA,25755,PILHA  A23 ALCALINA ELGIN,2.0,9.8,1
OBA OBA,28218,PRENDEDOR DE PAPEL CIS,2.0,9.8,1
OBA OBA,3900,Borracha Dust Free Grande Faber-Castell,2.0,9.8,2
OBA OBA,39226,MARCADOR PERMANENTE JOCAR PONTA DUPLA AZUL,2.0,9.8,2
OBA OBA,43608,Vaso Retangular M 3 Litros – Preto PLASMONT 0290,2.0,9.8,1
OBA OBA,44086,BORRACHA PANELA CLOCK 7L,2.0,9.8,2
OBA OBA,44529,Fita Adesiva Transparente 24mm x 50m Adelbras,2.0,9.8,2
OBA OBA,46089,Caneta Esferográfica Pilot Bp-1 Retrátil 07 Preta Unidade Cor Da Tinta Preto Cor Do Exterior Preto,2.0,9.8,2
OBA OBA,46259,CANETA PILOT BP-1RT 1.0MM PRETA,2.0,9.8,2
OBA OBA,46650,Prato Redondo nº 3 – Preto PLASMONT,2.0,9.8,1
OBA OBA,78974766602855,PUXADOR VILAGE G ALUF 5497,2.0,9.8,1
OBA OBA,78974766602955,Correia de Chinelo Comum 37/38 Dourada,2.0,9.8,2
OBA OBA,78974766603672,TESOURA ESCOLAR PLUS 130MM,2.0,9.8,2
OBA OBA,78974766603869,NAFTALINA ALPES 30G,2.0,9.8,2
OBA OBA,44116,SACOLA GARRAFA KRAFT,3.0,9.7,3
OBA OBA,78974766603917,KIT 3 CANETAS ESFEROGRÁFICA FABER CASTELL TRILUX PONTA FINA,2.0,9.6,2
OBA OBA,50631,Marca Texto Vighs  Amarelo,5.0,9.5,1
OBA OBA,78974766603087,SELO DE SEGURANÇA -P/PANELA PRETO,5.0,9.5,4
OBA OBA,51327,"PARAFUSO CHATO 5,0x50",3.0,9.3,2
OBA OBA,21203,Marca-Texto Grifpen Pastel Verde - Faber-Castel,2.0,9.0,2
OBA OBA,21243,PINCEL MARCA TEXTO GRIFPEN LARANJA - FABER CASTELL,2.0,9.0,1
OBA OBA,2969,Adaptador para Torneira/Engate Rápido Mangueira TRAMONTINA,2.0,9.0,2
OBA OBA,48309,Marca texto Faber Castell grifpen cinza,2.0,9.0,2
OBA OBA,78974766602517,MUSGO DECORATIVO 40G SORTIDO,1.0,8.94,1
OBA OBA,2138,Pulseira Lisa infantil para Lembrancinha - MINI TOYS,1.0,8.9,1
OBA OBA,25461,PENEIRA  INOX  10CM CATUAI,1.0,8.9,1
OBA OBA,25641,"Peso Panela Pressao Clock 2-3-4,5-7lts Metal",1.0,8.9,1
OBA OBA,2788,Pilha Zinco 9V Elgin Bateria 9 Volts Carvão 6F22 1 unidade,1.0,8.9,1
OBA OBA,30223,SOLDA FIO EMAVI,1.0,8.9,1
OBA OBA,33779,Eirilar Borracha de Vedação P/ Panela De Pressão 2 E 3 Litros Fechamento Interno Original,1.0,8.9,1
OBA OBA,41713,PINO MACHO DANEVA 2P+T 10A GRANEL CINZA,1.0,8.9,1
OBA OBA,41713,PINO MACHO DANEVA 2P+T 10A GRANEL CINZA ,1.0,8.9,1
OBA OBA,45322,Mouse Pad 540 Preto TN,1.0,8.9,1
OBA OBA,46059,Porta Canetas Quadrado Aramado Pink 505 TN,1.0,8.9,1
OBA OBA,47320,"Lixeira Quad. Basculante 3,6 Litros – Black Steel  PLASMONT ",1.0,8.9,1
OBA OBA,48225,CJ. AP POTES RETANGULAR,1.0,8.9,1
OBA OBA,48564,Fita Crepe 711 Branca 24mm x 40m Rolo – Adelbras,1.0,8.9,1
OBA OBA,48972,TOALHA CRISTINE TEKA,1.0,8.9,1
OBA OBA,49101,CANTONEIRA,1.0,8.9,1
OBA OBA,49635,PUXA SACO 45cm X 20xm Sortido,1.0,8.9,1
OBA OBA,5069,CAD.DESENHO XRACING TILIBRA,1.0,8.9,1
OBA OBA,50834,FIO DENTAL,1.0,8.9,1
OBA OBA,78974766602049,CABO DE LEITEIRA C/PARAFUSO GRANDE,1.0,8.9,1
OBA OBA,78974766602769,Tomada Externa Daneva 2P+T. 20A. Desmontavel,1.0,8.9,1
OBA OBA,78974766602938,ROLDANA RI 35 FIXA BAURU 8729,1.0,8.9,1
OBA OBA,78974766603398,terra  vegetal 5 k  wealthy commerce,1.0,8.9,1
OBA OBA,78974766604423,Martelo P/Carne Cabo Madeira Catuaí,1.0,8.9,1
OBA OBA,8143,CAPA P/ BOTIJAO RENDA,1.0,8.9,1
OBA OBA,9215,Giz De Cera Curto Abelhinhas 15 Cores – Acrilex,1.0,8.9,1
OBA OBA,9967,Cola Isopor Compactor 90g ,1.0,8.9,1
OBA OBA,78974766602906,Ponteira Pé Cadeira Externa Pvc Preta 5/8'' 5464,22.0,8.8,3
OBA OBA,78974766603528,Chiclete Buzzy Barbie Tutti-Frutti,44.0,8.8,11
OBA OBA,32360,TOUCA METALIZADA PLAST-LEO,1.0,8.73,1
OBA OBA,14050-branco,TNT POR METRO-branco,3.0,8.7,2
OBA OBA,29562,SACO DE PRESENTE  35X53CM COM LACO,4.0,8.7,3
OBA OBA,48560,Caneta Esferográfica 07 My Tech Vermelho - Jocar Office,3.0,8.7,3
OBA OBA,49203,ELASTICO DE CABELO,3.0,8.7,3
OBA OBA,29965,SELO DE SEGURANÇA -P/PANELA AZUL,4.0,8.6,4
OBA OBA,36136,GRAMPO 26/6 C/5000 GALVANIZADO JOCAR 93010,1.0,8.55,1
OBA OBA,3939,BORRACHA MERCUR N20,5.0,8.5,4
OBA OBA,50002,BOLINHA BIO GEL,5.0,8.5,2
OBA OBA,78974766602221,clips coloridos bacchi,1.0,8.5,1
OBA OBA,78974766603306,Marcador Faber Castell multimark permanente amarelo,1.0,8.5,1
OBA OBA,4802100-laranja,Papel Crepom Comum Laranja,3.0,8.25,1
OBA OBA,26136,"PIRULITO DORI YOGURTE ORIGINAL 10,8GR",16.0,8.0,7
OBA OBA,486020-branco,Papel de Seda 20g -branco,16.0,8.0,6
OBA OBA,7592,CANETA FABER TRILUX FINA  AZUL,5.0,8.0,2
OBA OBA,78974766602904,Ponteira Pé Cadeira Externa Pvc Preta 3/4'' 5462,16.0,8.0,1
OBA OBA,17758,ISQUEIRO BIC MINI,1.0,7.97,1
OBA OBA,185,ACUCAREIRO PLASUTIL C COLHER 300ML,1.0,7.9,1
OBA OBA,24868,Pasta Aba com Elástico Plástica 4 cm Amarela DAC,1.0,7.9,1
OBA OBA,26687,Porta Detergente Plástico Sanremo,1.0,7.9,1
OBA OBA,35140,ASSAPRATICO CHURRASCO GIOPACK  45X5,1.0,7.9,1
OBA OBA,3923,Borracha Escolar com Capa Protetora Grande,1.0,7.9,1
OBA OBA,40438,Vaso Quadrado M 6 Litros – Preto PLASMONT  0291,1.0,7.9,1
OBA OBA,45988,CADERNO,1.0,7.9,1
OBA OBA,46565,Caneta Gel 0.8mm Trigel Branca Cis,1.0,7.9,1
OBA OBA,47958,FORMA DE SILICONE P/ AIR FRYER,1.0,7.9,1
OBA OBA,49505,CADERNO BROCH 20 F.,1.0,7.9,1
OBA OBA,50639,REGUA ALUMINIO VIGHS,1.0,7.9,1
OBA OBA,7533,CANETA CORRETIVA MERCUR branco,1.0,7.9,1
OBA OBA,78974766602010,Caderno Espiral Capa Dura Comfy 80 Folhas Credeal,1.0,7.9,1
OBA OBA,78974766602047,PEGADOR POMEL GRANDE,1.0,7.9,1
OBA OBA,78974766602474,PULVERIZADOR GIRAFINHA CATUAÍ 375ML,1.0,7.9,1
OBA OBA,78974766602857,PUXADOR ROMA ALUF 5486 c/2,1.0,7.9,1
OBA OBA,78974766602880,Puxador San Francisco 160mm 5473,1.0,7.9,1
OBA OBA,78974766603715,Saleiro Premium – 1 kg Plastibrasil,1.0,7.9,1
OBA OBA,78974766604036,PINCEL 589 ARTISTICO TN,1.0,7.9,1
OBA OBA,78974766604070,MASSA EVA 50G MAKE+ 10 CORES SORTIDAS,1.0,7.9,1
OBA OBA,78974766604080,Kit c/ 02 Bacias Canelada Inplast (P /M ),1.0,7.9,1
OBA OBA,78974766604194,Estilete Largo Metal - Vighs,1.0,7.9,1
OBA OBA,10168,COLHER DE SOBREMESA COLOR.IMP,2.0,7.8,1
OBA OBA,11507,CORDA PARA VARAL 10METROS  RODOS DOURADOS ,2.0,7.8,2
OBA OBA,14948,FITILHO 50X50M VERMELHO,2.0,7.8,2
